Name,Index No,Program Level,Session,Programme Of Study,Password,Phone,Academic Year,Dues payed,Recept No,Payment Date,Position ,Status,Email
"Diet , Bastian",323010039,300,Weekend,HND Information and Communication Technology,323010039,541036168,2024-2025,150,CSD2410032,,student,Active,323010039@htu.edu.gh
"Diet , Vivian",323010007,300,Regular,BTech Information and Communication Technology,323010007,256271928,2024-2025,150,CSD2410033,,student,Active,323010007@htu.edu.gh
"Dola , Paul",324011035,300,Weekend,BTech Computer Science,324011035,546174085,2024-2025,150,CSD2410034,,student,Active,324011035@htu.edu.gh
"Eingel , Nilas",324011036,300,Regular,HND Computer Science,324011036,547864286,2024-2025,150,CSD2410035,,student,Active,324011036@htu.edu.gh
"Eliman , Vivian",323010008,300,Weekend,HND Information and Communication Technology,323010008,597085652,2024-2025,150,CSD2410036,,student,Active,323010008@htu.edu.gh
"Enders , Alice",324011038,300,Regular,BTech Information and Communication Technology,324011038,549166334,2024-2025,150,CSD2410037,,student,Active,324011038@htu.edu.gh
"Ewe , Malt",324011039,300,Weekend,BTech Computer Science,324011039,544848409,2024-2025,150,CSD2410038,,student,Active,324011039@htu.edu.gh
"Fell , Vanessa",324011040,300,Regular,HND Computer Science,324011040,596876343,2024-2025,150,CSD2410039,,student,Active,324011040@htu.edu.gh
"Fischer , Anna",323010041,300,Weekend,HND Information and Communication Technology,323010041,242526824,2024-2025,150,CSD2410040,,student,Active,323010041@htu.edu.gh
"Fischer , Tobias",323010009,300,Regular,BTech Information and Communication Technology,323010009,208129873,2024-2025,150,CSD2410041,,student,Active,323010009@htu.edu.gh
"Flemig , Majack",324011043,300,Weekend,BTech Computer Science,324011043,249326750,2024-2025,150,CSD2410042,,student,Active,324011043@htu.edu.gh
"Frame , Amanda",323010044,300,Regular,HND Computer Science,323010044,555969351,2024-2025,150,CSD2410043,,student,Active,323010044@htu.edu.gh
"Frank , Franiska",324011045,300,Weekend,HND Information and Communication Technology,324011045,245477957,2024-2025,150,CSD2410044,,student,Active,324011045@htu.edu.gh
"Frick , John",324011046,300,Regular,BTech Information and Communication Technology,324011046,240239426,2024-2025,150,CSD2410045,,student,Active,324011046@htu.edu.gh
"Frolick , Flo",324011047,300,Weekend,BTech Computer Science,324011047,257431196,2024-2025,150,CSD2410046,,student,Active,324011047@htu.edu.gh
"Fossen , Tom",323010048,300,Regular,HND Computer Science,323010048,204453928,2024-2025,150,CSD2410047,,student,Active,323010048@htu.edu.gh
"Grack , Frank",324011049,300,Weekend,HND Information and Communication Technology,324011049,532385446,2024-2025,150,CSD2410048,,student,Active,324011049@htu.edu.gh
"Grassler , Florian",324011050,300,Regular,BTech Information and Communication Technology,324011050,550139144,2024-2025,150,CSD2410049,,student,Active,324011050@htu.edu.gh
"Gorwen , Stephen",323010051,300,Weekend,BTech Computer Science,323010051,249261754,2024-2025,150,CSD2410050,,student,Active,323010051@htu.edu.gh
"Giesa  , Eric",324011052,300,Regular,HND Computer Science,324011052,530743912,2024-2025,150,CSD2410051,,student,Active,324011052@htu.edu.gh
"Groos , Pascal Bastian",323010053,300,Weekend,HND Information and Communication Technology,323010053,540791972,2024-2025,150,CSD2410052,,student,Active,323010053@htu.edu.gh
"Gors , Victor",324010054,300,Regular,BTech Information and Communication Technology,324010054,542380722,2024-2025,150,CSD2410053,,student,Active,324010054@htu.edu.gh
"Graber , Eva ",323010010,300,Weekend,BTech Computer Science,323010010,537588523,2024-2025,150,CSD2410054,,student,Active,323010010@htu.edu.gh
"Griner , Vivian",324011056,300,Regular,HND Computer Science,324011056,544762323,2024-2025,150,CSD2410055,,student,Active,324011056@htu.edu.gh
"Groth , Ola",323010057,300,Weekend,HND Information and Communication Technology,323010057,546860566,2024-2025,150,CSD2410056,,student,Active,323010057@htu.edu.gh
"Gruwald , Tobia",324010058,300,Regular,BTech Information and Communication Technology,324010058,547079962,2024-2025,150,CSD2410057,,student,Active,324010058@htu.edu.gh
"Gowu , Ema",324011059,300,Weekend,BTech Computer Science,324011059,545489016,2024-2025,150,CSD2410058,,student,Active,324011059@htu.edu.gh
"Gussmann , Sarah Michelle",324010060,300,Regular,HND Computer Science,324010060,556488657,2024-2025,150,CSD2410059,,student,Active,324010060@htu.edu.gh
"Haner , Rose Marie",324010061,300,Weekend,HND Information and Communication Technology,324010061,544828858,2024-2025,150,CSD2410060,,student,Active,324010061@htu.edu.gh
"Hagan , Paula",324010062,300,Regular,BTech Information and Communication Technology,324010062,553909693,2024-2025,150,CSD2410061,,student,Active,324010062@htu.edu.gh
"Hamann , Sebastian",323010011,300,Weekend,BTech Computer Science,323010011,248087165,2024-2025,150,CSD2410062,,student,Active,323010011@htu.edu.gh
"Hartman , Patrick",324010064,300,Regular,HND Computer Science,324010064,533010546,2024-2025,150,CSD2410063,,student,Active,324010064@htu.edu.gh
"Hat , Milian",324010065,300,Weekend,HND Information and Communication Technology,324010065,534075907,2024-2025,150,CSD2410064,,student,Active,324010065@htu.edu.gh
"Hideman , Luisa",324010066,300,Regular,BTech Information and Communication Technology,324010066,543051484,2024-2025,150,CSD2410065,,student,Active,324010066@htu.edu.gh
"Hello , Julius",324010067,300,Weekend,BTech Computer Science,324010067,249029410,2024-2025,150,CSD2410066,,student,Active,324010067@htu.edu.gh
"Hike , Jule",324010068,300,Regular,HND Computer Science,324010068,543821458,2024-2025,150,CSD2410067,,student,Active,324010068@htu.edu.gh
"Hins , Jona",324010069,300,Weekend,HND Information and Communication Technology,324010069,553291315,2024-2025,150,CSD2410068,,student,Active,324010069@htu.edu.gh
"Hissen , Robert",323010012,300,Regular,BTech Information and Communication Technology,323010012,595723491,2024-2025,150,CSD2410069,,student,Active,323010012@htu.edu.gh
"Hoffman , Sam",323010013,300,Weekend,BTech Computer Science,323010013,507766414,2024-2025,150,CSD2410070,,student,Active,323010013@htu.edu.gh
"Hoffman , Paul",324011072,300,Regular,HND Computer Science,324011072,507343892,2024-2025,150,CSD2410071,,student,Active,324011072@htu.edu.gh
"Hot , Rita",323010014,300,Weekend,HND Information and Communication Technology,323010014,595443887,2024-2025,150,CSD2410072,,student,Active,323010014@htu.edu.gh
"Hosen , Joan",324010074,300,Regular,BTech Information and Communication Technology,324010074,551805905,2024-2025,150,CSD2410073,,student,Active,324010074@htu.edu.gh
"Homann , Rudi",324011075,300,Weekend,BTech Computer Science,324011075,598900885,2024-2025,150,CSD2410074,,student,Active,324011075@htu.edu.gh
"Hoseman , Felix",323010015,300,Regular,HND Computer Science,323010015,599623697,2024-2025,150,CSD2410075,,student,Active,323010015@htu.edu.gh
"Jabs , Min",324010077,300,Weekend,HND Information and Communication Technology,324010077,537705966,2024-2025,150,CSD2410076,,student,Active,324010077@htu.edu.gh
"Jean , Richard",323010016,300,Regular,BTech Information and Communication Technology,323010016,256963908,2024-2025,150,CSD2410077,,student,Active,323010016@htu.edu.gh
"John , Henry",324011079,300,Weekend,BTech Computer Science,324011079,599011649,2024-2025,150,CSD2410078,,student,Active,324011079@htu.edu.gh
"Janick , Gina Maria",324011080,300,Regular,HND Computer Science,324011080,544879800,2024-2025,150,CSD2410079,,student,Active,324011080@htu.edu.gh
"Jarke , Tom",324011081,300,Weekend,HND Information and Communication Technology,324011081,0550035287/ 0509301848,2024-2025,150,CSD2410080,,student,Active,324011081@htu.edu.gh
"Kazol , Tom",324011082,300,Regular,BTech Information and Communication Technology,324011082,550439354,2024-2025,150,CSD2410081,,student,Active,324011082@htu.edu.gh
"Karp , Till",324011083,300,Weekend,BTech Computer Science,324011083,552628420,2024-2025,150,CSD2410082,,student,Active,324011083@htu.edu.gh
"Karso , Frank",324011084,300,Regular,HND Computer Science,324011084,551503956,2024-2025,150,CSD2410083,,student,Active,324011084@htu.edu.gh
"Kelm , Danny",324011085,300,Weekend,HND Information and Communication Technology,324011085,556373624,2024-2025,150,CSD2410084,,student,Active,324011085@htu.edu.gh
"Kindler , Oliver",324010086,300,Regular,BTech Information and Communication Technology,324010086,256840769,2024-2025,150,CSD2410085,,student,Active,324010086@htu.edu.gh
"Kike , Nora",324011087,300,Weekend,BTech Computer Science,324011087,257747881,2024-2025,150,CSD2410086,,student,Active,324011087@htu.edu.gh
"Kloster , Milian",323010088,300,Regular,HND Computer Science,323010088,557810375,2024-2025,150,CSD2410087,,student,Active,323010088@htu.edu.gh
"Kluge , Soren",324010089,300,Weekend,HND Information and Communication Technology,324010089,541036168,2024-2025,150,CSD2410088,,student,Active,324010089@htu.edu.gh
"Klu , Philipp",323010017,300,Regular,BTech Information and Communication Technology,323010017,256271928,2024-2025,150,CSD2410089,,student,Active,323010017@htu.edu.gh
"Komied , Lukas",323010091,300,Weekend,BTech Computer Science,323010091,546174085,2024-2025,150,CSD2410090,,student,Active,323010091@htu.edu.gh
"Koke , Marie",324011092,300,Regular,HND Computer Science,324011092,547864286,2024-2025,150,CSD2410091,,student,Active,324011092@htu.edu.gh
"Koke , Nicolas",324011093,300,Weekend,HND Information and Communication Technology,324011093,597085652,2024-2025,150,CSD2410092,,student,Active,324011093@htu.edu.gh
"Krassman , Paul Eric",324011094,300,Regular,BTech Information and Communication Technology,324011094,549166334,2024-2025,150,CSD2410093,,student,Active,324011094@htu.edu.gh
"Krause , Jenet",324010095,300,Weekend,BTech Computer Science,324010095,544848409,2024-2025,150,CSD2410094,,student,Active,324010095@htu.edu.gh
"Kroos , Nico",324010096,300,Regular,HND Computer Science,324010096,596876343,2024-2025,150,CSD2410095,,student,Active,324010096@htu.edu.gh
"Kremann , Monica",324010097,300,Weekend,HND Information and Communication Technology,324010097,242526824,2024-2025,150,CSD2410096,,student,Active,324010097@htu.edu.gh
"Krossberg , Fredrick",323010098,300,Regular,BTech Information and Communication Technology,323010098,208129873,2024-2025,150,CSD2410097,,student,Active,323010098@htu.edu.gh
"Kottoh , Michelle",324010099,300,Weekend,BTech Computer Science,324010099,249326750,2024-2025,150,CSD2410098,,student,Active,324010099@htu.edu.gh
"Kurt , Johanna",324010100,300,Regular,HND Computer Science,324010100,555969351,2024-2025,150,CSD2410099,,student,Active,324010100@htu.edu.gh
"Kurus , Marvin ",324010101,300,Weekend,HND Information and Communication Technology,324010101,245477957,2024-2025,150,CSD2410100,,student,Active,324010101@htu.edu.gh
"Kossner , Malt",324010102,300,Regular,BTech Information and Communication Technology,324010102,240239426,2024-2025,150,CSD2410101,,student,Active,324010102@htu.edu.gh
"Labes , Lucy",324010021,300,Weekend,BTech Computer Science,324010021,257431196,2024-2025,150,CSD2410102,,student,Active,324010021@htu.edu.gh
"Labs , Leon",324010031,300,Regular,HND Computer Science,324010031,204453928,2024-2025,150,CSD2410103,,student,Active,324010031@htu.edu.gh
"Langer , Nell",323010018,300,Weekend,HND Information and Communication Technology,323010018,532385446,2024-2025,150,CSD2410104,,student,Active,323010018@htu.edu.gh
"Langans , Moriss",324011106,300,Regular,BTech Information and Communication Technology,324011106,550139144,2024-2025,150,CSD2410105,,student,Active,324011106@htu.edu.gh
"Lasker , Morit",324011107,300,Weekend,BTech Computer Science,324011107,249261754,2024-2025,150,CSD2410106,,student,Active,324011107@htu.edu.gh
"Leman , Lucas",323010108,300,Regular,HND Computer Science,323010108,530743912,2024-2025,150,CSD2410107,,student,Active,323010108@htu.edu.gh
"Lera , Laura ",324010121,300,Weekend,HND Information and Communication Technology,324010121,540791972,2024-2025,150,CSD2410108,,student,Active,324010121@htu.edu.gh
"Lehage , Christian",324011110,300,Regular,BTech Information and Communication Technology,324011110,542380722,2024-2025,150,CSD2410109,,student,Active,324011110@htu.edu.gh
"Lever , Florian",323010019,300,Weekend,BTech Computer Science,323010019,537588523,2024-2025,150,CSD2410110,,student,Active,323010019@htu.edu.gh
"Libu , Cecilia",324011112,300,Regular,HND Computer Science,324011112,544762323,2024-2025,150,CSD2410111,,student,Active,324011112@htu.edu.gh
"Lipper , Hans",323010113,300,Weekend,HND Information and Communication Technology,323010113,546860566,2024-2025,150,CSD2410112,,student,Active,323010113@htu.edu.gh
"Labs , Hans",323010114,300,Regular,BTech Information and Communication Technology,323010114,547079962,2024-2025,150,CSD2410113,,student,Active,323010114@htu.edu.gh
"Lucas , Jacob",323010115,300,Weekend,BTech Computer Science,323010115,545489016,2024-2025,150,CSD2410114,,student,Active,323010115@htu.edu.gh
"Macho , Sophia",323010116,300,Regular,HND Computer Science,323010116,556488657,2024-2025,150,CSD2410115,,student,Active,323010116@htu.edu.gh
"Manja , McMilian",323010117,300,Weekend,HND Information and Communication Technology,323010117,544828858,2024-2025,150,CSD2410116,,student,Active,323010117@htu.edu.gh
"Manteu , Florian",323010118,300,Regular,BTech Information and Communication Technology,323010118,553909693,2024-2025,150,CSD2410117,,student,Active,323010118@htu.edu.gh
"Markus , Sophia",323010119,300,Weekend,BTech Computer Science,323010119,248087165,2024-2025,150,CSD2410118,,student,Active,323010119@htu.edu.gh
"Mart , Janike",323010120,300,Regular,HND Computer Science,323010120,533010546,2024-2025,150,CSD2410119,,student,Active,323010120@htu.edu.gh
"Matz , Jennifer",323010121,300,Weekend,HND Information and Communication Technology,323010121,534075907,2024-2025,150,CSD2410120,,student,Active,323010121@htu.edu.gh
"Mehel , Pepe",323010122,300,Regular,BTech Information and Communication Technology,323010122,543051484,2024-2025,150,CSD2410121,,student,Active,323010122@htu.edu.gh
"Meler , Marvin",323010123,300,Weekend,BTech Computer Science,323010123,249029410,2024-2025,150,CSD2410122,,student,Active,323010123@htu.edu.gh
"Meler , Maxi",323010124,300,Regular,HND Computer Science,323010124,543821458,2024-2025,150,CSD2410123,,student,Active,323010124@htu.edu.gh
"Meteder , Joe",323010125,300,Weekend,HND Information and Communication Technology,323010125,553291315,2024-2025,150,CSD2410124,,student,Active,323010125@htu.edu.gh
"Mens , Marten",323010126,300,Regular,BTech Information and Communication Technology,323010126,595723491,2024-2025,150,CSD2410125,,student,Active,323010126@htu.edu.gh
"Meyer , Robert",324010127,300,Weekend,BTech Computer Science,324010127,507766414,2024-2025,150,CSD2410126,,student,Active,324010127@htu.edu.gh
"Miner , Uke",324010128,300,Regular,HND Computer Science,324010128,507343892,2024-2025,150,CSD2410127,,student,Active,324010128@htu.edu.gh
"Milo , Foster",324010129,300,Weekend,HND Information and Communication Technology,324010129,595443887,2024-2025,150,CSD2410128,,student,Active,324010129@htu.edu.gh
"Minks , Pete",324010130,300,Regular,BTech Information and Communication Technology,324010130,551805905,2024-2025,150,CSD2410129,,student,Active,324010130@htu.edu.gh
"Mor , Marius",323010131,300,Weekend,BTech Computer Science,323010131,598900885,2024-2025,150,CSD2410130,,student,Active,323010131@htu.edu.gh
"Muller , Felix",324010132,300,Regular,HND Computer Science,324010132,599623697,2024-2025,150,CSD2410131,,student,Active,324010132@htu.edu.gh
"Muller , Francis",324010133,300,Weekend,HND Information and Communication Technology,324010133,537705966,2024-2025,150,CSD2410132,,student,Active,324010133@htu.edu.gh
"Muller , Len Malt",323010134,300,Regular,BTech Information and Communication Technology,323010134,256963908,2024-2025,150,CSD2410133,,student,Active,323010134@htu.edu.gh
"Muller , Sara",323010135,300,Weekend,BTech Computer Science,323010135,599011649,2024-2025,150,CSD2410134,,student,Active,323010135@htu.edu.gh
"Muller , ThoMas",324010136,300,Regular,HND Computer Science,324010136,544879800,2024-2025,150,CSD2410135,,student,Active,324010136@htu.edu.gh
"Mundti, Julian",323010137,300,Weekend,HND Information and Communication Technology,323010137,0550035287/ 0509301848,2024-2025,150,CSD2410136,,student,Active,323010137@htu.edu.gh
"Munke , Thorn",324010138,300,Regular,BTech Information and Communication Technology,324010138,550439354,2024-2025,150,CSD2410137,,student,Active,324010138@htu.edu.gh
"Nagel , Till",324010139,300,Weekend,BTech Computer Science,324010139,552628420,2024-2025,150,CSD2410138,,student,Active,324010139@htu.edu.gh
"Nebel , Nico",324011140,300,Regular,HND Computer Science,324011140,551503956,2024-2025,150,CSD2410139,,student,Active,324011140@htu.edu.gh
"Pack , Marie",324011141,300,Weekend,HND Information and Communication Technology,324011141,556373624,2024-2025,150,CSD2410140,,student,Active,324011141@htu.edu.gh
"Petersen , Sandra",324011142,300,Regular,BTech Information and Communication Technology,324011142,256840769,2024-2025,150,CSD2410141,,student,Active,324011142@htu.edu.gh
"Poke , Markus",323010020,300,Weekend,BTech Computer Science,323010020,257747881,2024-2025,150,CSD2410142,,student,Active,323010020@htu.edu.gh
"Rogger , Jonas",323010144,300,Regular,HND Computer Science,323010144,557810375,2024-2025,150,CSD2410143,,student,Active,323010144@htu.edu.gh
"Roho , Ibrahim",323010145,300,Weekend,HND Information and Communication Technology,323010145,541036168,2024-2025,150,CSD2410144,,student,Active,323010145@htu.edu.gh
"Rosco , Luise",323010146,300,Regular,BTech Information and Communication Technology,323010146,256271928,2024-2025,150,CSD2410145,,student,Active,323010146@htu.edu.gh
"Rossa , Malik",323010147,300,Weekend,BTech Computer Science,323010147,546174085,2024-2025,150,CSD2410146,,student,Active,323010147@htu.edu.gh
"Salomon , Adrian",323010148,300,Regular,HND Computer Science,323010148,547864286,2024-2025,150,CSD2410147,,student,Active,323010148@htu.edu.gh
"Sming ,  Michelle",323010149,300,Weekend,HND Information and Communication Technology,323010149,597085652,2024-2025,150,CSD2410148,,student,Active,323010149@htu.edu.gh
"Schell , Susan",324011150,300,Regular,BTech Information and Communication Technology,324011150,549166334,2024-2025,150,CSD2410149,,student,Active,324011150@htu.edu.gh
"Slaack , Julian",323010151,300,Weekend,BTech Computer Science,323010151,544848409,2024-2025,150,CSD2410150,,student,Active,323010151@htu.edu.gh
"Smitt , Christian",323010152,300,Regular,HND Computer Science,323010152,596876343,2024-2025,150,CSD2410151,,student,Active,323010152@htu.edu.gh
"Schneider , Luisa",323010153,300,Weekend,HND Information and Communication Technology,323010153,242526824,2024-2025,150,CSD2410152,,student,Active,323010153@htu.edu.gh
"Shock, Lisa",323010154,300,Regular,BTech Information and Communication Technology,323010154,208129873,2024-2025,150,CSD2410153,,student,Active,323010154@htu.edu.gh
"School , Berenike",323010021,300,Weekend,BTech Computer Science,323010021,249326750,2024-2025,150,CSD2410154,,student,Active,323010021@htu.edu.gh
"School , Felicia",323010156,300,Regular,HND Computer Science,323010156,555969351,2024-2025,150,CSD2410155,,student,Active,323010156@htu.edu.gh
"School , Leonnart",323010022,300,Weekend,HND Information and Communication Technology,323010022,245477957,2024-2025,150,CSD2410156,,student,Active,323010022@htu.edu.gh
"Small , Cheers",323010023,300,Regular,BTech Information and Communication Technology,323010023,240239426,2024-2025,150,CSD2410157,,student,Active,323010023@htu.edu.gh
"Stell, Cheers",323010024,300,Weekend,BTech Computer Science,323010024,257431196,2024-2025,150,CSD2410158,,student,Active,323010024@htu.edu.gh
"Stoop , Christopher",323010025,300,Regular,HND Computer Science,323010025,204453928,2024-2025,150,CSD2410159,,student,Active,323010025@htu.edu.gh
"Stopper , Lena",323010026,300,Weekend,HND Information and Communication Technology,323010026,532385446,2024-2025,150,CSD2410160,,student,Active,323010026@htu.edu.gh
"Tettey , Jona",323010162,300,Regular,BTech Information and Communication Technology,323010162,550139144,2024-2025,150,CSD2410161,,student,Active,323010162@htu.edu.gh
"Thomas , Lea",323010163,300,Weekend,BTech Computer Science,323010163,249261754,2024-2025,150,CSD2410162,,student,Active,323010163@htu.edu.gh
"Tranks , Clara",324011164,300,Regular,HND Computer Science,324011164,530743912,2024-2025,150,CSD2410163,,student,Active,324011164@htu.edu.gh
"Tutu , Julius",324011165,300,Weekend,HND Information and Communication Technology,324011165,540791972,2024-2025,150,CSD2410164,,student,Active,324011165@htu.edu.gh
"Wax , Noel ",324011166,300,Regular,BTech Information and Communication Technology,324011166,542380722,2024-2025,150,CSD2410165,,student,Active,324011166@htu.edu.gh
"Well , Tim",324011167,300,Weekend,BTech Computer Science,324011167,537588523,2024-2025,150,CSD2410166,,student,Active,324011167@htu.edu.gh
"Winter ,Ernest",323010168,300,Regular,HND Computer Science,323010168,544762323,2024-2025,150,CSD2410167,,student,Active,323010168@htu.edu.gh
"Wolters , Christopher",323010027,300,Weekend,HND Information and Communication Technology,323010027,546860566,2024-2025,150,CSD2410168,,student,Active,323010027@htu.edu.gh
"Zicker , Daniela",323010028,300,Regular,BTech Information and Communication Technology,323010028,547079962,2024-2025,150,CSD2410169,,student,Active,323010028@htu.edu.gh
