Name,Index No,Program Level,Session,Programme Of Study,Password,Phone,Academic Year,Dues payed,Recept No,Payment Date,Position ,Status,Email
"Frank , Franiska",324011045,300,Weekend,HND Information and Communication Technology,324011045,245477957,2023-2024,150,CSD241344,04.09.2065,student,Active,0324011045@htu.edu.gh
"Frick , John",324011046,300,Regular,BTech Information and Communication Technology,324011046,240239426,2023-2025,150,CSD241345,04.09.2066,student,Active,0324011046@htu.edu.gh
"Frolick , Flo",324011047,300,Weekend,BTech Computer Science,324011047,257431196,2025-2026,150,CSD241346,04.09.2067,student,Active,0324011047@htu.edu.gh
"Fossen , Tom",323010048,300,Regular,HND Computer Science,323010048,204453928,2023-2024,150,CSD241347,04.09.2068,student,Active,0323010048@htu.edu.gh
"Grack , Frank",324011049,300,Weekend,HND Information and Communication Technology,324011049,532385446,2023-2025,150,CSD241348,04.09.2069,student,Active,0324011049@htu.edu.gh
"Grassler , Florian",324011050,300,Regular,BTech Information and Communication Technology,324011050,550139144,2024-2025,150,CSD241349,04.09.2070,student,Active,0324011050@htu.edu.gh
"Gorwen , Stephen",323010051,300,Weekend,BTech Computer Science,323010051,249261754,2025-2026,150,CSD241350,04.09.2071,student,Active,0323010051@htu.edu.gh
"Giesa  , Eric",324011052,300,Regular,HND Computer Science,324011052,530743912,2023-2024,150,CSD241351,04.09.2072,student,Active,0324011052@htu.edu.gh
"Groos , Pascal Bastian",323010053,300,Weekend,HND Information and Communication Technology,323010053,540791972,2023-2025,150,CSD241352,04.09.2073,student,Active,0323010053@htu.edu.gh
"Gors , Victor",324010054,300,Regular,BTech Information and Communication Technology,324010054,542380722,2024-2025,150,CSD241353,04.09.2074,student,Active,0324010054@htu.edu.gh
"Graber , Eva ",323010010,300,Weekend,BTech Computer Science,323010010,537588523,2025-2026,150,CSD241354,04.09.2075,student,Active,0323010010@htu.edu.gh
"Griner , Vivian",324011056,300,Regular,HND Computer Science,324011056,544762323,2023-2024,150,CSD241355,04.09.2076,student,Active,0324011056@htu.edu.gh
"Groth , Ola",323010057,300,Weekend,HND Information and Communication Technology,323010057,546860566,2023-2025,150,CSD241356,04.09.2077,student,Active,0323010057@htu.edu.gh
"Gruwald , Tobia",324010058,300,Regular,BTech Information and Communication Technology,324010058,547079962,2025-2026,150,CSD241357,04.09.2078,student,Active,0324010058@htu.edu.gh
"Gowu , Ema",324011059,300,Weekend,BTech Computer Science,324011059,545489016,2023-2024,150,CSD241358,04.09.2079,student,Active,0324011059@htu.edu.gh
"Gussmann , Sarah Michelle",324010060,300,Regular,HND Computer Science,324010060,556488657,2023-2025,150,CSD241359,04.09.2080,student,Active,0324010060@htu.edu.gh
"Haner , Rose Marie",324010061,300,Weekend,HND Information and Communication Technology,324010061,544828858,2024-2025,150,CSD241360,04.09.2081,student,Active,0324010061@htu.edu.gh
"Hagan , Paula",324010062,300,Regular,BTech Information and Communication Technology,324010062,553909693,2025-2026,150,CSD241361,04.09.2082,student,Active,0324010062@htu.edu.gh
"Hamann , Sebastian",323010011,300,Weekend,BTech Computer Science,323010011,248087165,2023-2024,150,CSD241362,04.09.2083,student,Active,0323010011@htu.edu.gh
"Hartman , Patrick",324010064,300,Regular,HND Computer Science,324010064,533010546,2023-2025,150,CSD241363,04.09.2084,student,Active,0324010064@htu.edu.gh
"Hat , Milian",324010065,300,Weekend,HND Information and Communication Technology,324010065,534075907,2024-2025,150,CSD241364,04.09.2085,student,Active,0324010065@htu.edu.gh
"Hideman , Luisa",324010066,300,Regular,BTech Information and Communication Technology,324010066,543051484,2025-2026,150,CSD241365,04.09.2086,student,Active,0324010066@htu.edu.gh
"Hello , Julius",324010067,300,Weekend,BTech Computer Science,324010067,249029410,2023-2024,150,CSD241366,04.09.2087,student,Active,0324010067@htu.edu.gh
"Hike , Jule",324010068,300,Regular,HND Computer Science,324010068,543821458,2023-2025,150,CSD241367,04.09.2088,student,Active,0324010068@htu.edu.gh
"Hins , Jona",324010069,300,Weekend,HND Information and Communication Technology,324010069,553291315,2025-2026,150,CSD241368,04.09.2089,student,Active,0324010069@htu.edu.gh
"Hissen , Robert",323010012,300,Regular,BTech Information and Communication Technology,323010012,595723491,2023-2024,150,CSD241369,04.09.2090,student,Active,0323010012@htu.edu.gh
"Hoffman , Sam",323010013,300,Weekend,BTech Computer Science,323010013,507766414,2023-2025,150,CSD241370,04.09.2091,student,Active,0323010013@htu.edu.gh
"Hoffman , Paul",324011072,300,Regular,HND Computer Science,324011072,507343892,2024-2025,150,CSD241371,04.09.2092,student,Active,0324011072@htu.edu.gh
"Hot , Rita",323010014,300,Weekend,HND Information and Communication Technology,323010014,595443887,2025-2026,150,CSD241372,04.09.2093,student,Active,0323010014@htu.edu.gh
"Hosen , Joan",324010074,300,Regular,BTech Information and Communication Technology,324010074,551805905,2023-2024,150,CSD241373,04.09.2094,student,Active,0324010074@htu.edu.gh
"Homann , Rudi",324011075,300,Weekend,BTech Computer Science,324011075,598900885,2023-2025,150,CSD241374,04.09.2095,student,Active,0324011075@htu.edu.gh
"Hoseman , Felix",323010015,300,Regular,HND Computer Science,323010015,599623697,2024-2025,150,CSD241375,04.09.2096,student,Active,0323010015@htu.edu.gh
"Jabs , Min",324010077,300,Weekend,HND Information and Communication Technology,324010077,537705966,2025-2026,150,CSD241376,04.09.2097,student,Active,0324010077@htu.edu.gh
"Jean , Richard",323010016,300,Regular,BTech Information and Communication Technology,323010016,256963908,2023-2024,150,CSD241377,04.09.2098,student,Active,0323010016@htu.edu.gh
"John , Henry",324011079,300,Weekend,BTech Computer Science,324011079,599011649,2023-2025,150,CSD241378,04.09.2099,student,Active,0324011079@htu.edu.gh
"Janick , Gina Maria",324011080,300,Regular,HND Computer Science,324011080,544879800,2025-2026,150,CSD241379,04.09.2100,student,Active,0324011080@htu.edu.gh
"Jarke , Tom",324011081,300,Weekend,HND Information and Communication Technology,324011081,0550035287/ 0509301848,2023-2024,150,CSD241380,04.09.2101,student,Active,0324011081@htu.edu.gh
"Kazol , Tom",324011082,300,Regular,BTech Information and Communication Technology,324011082,550439354,2023-2025,150,CSD241381,04.09.2102,student,Active,0324011082@htu.edu.gh
"Karp , Till",324011083,300,Weekend,BTech Computer Science,324011083,552628420,2024-2025,150,CSD241382,04.09.2103,student,Active,0324011083@htu.edu.gh
"Karso , Frank",324011084,300,Regular,HND Computer Science,324011084,551503956,2025-2026,150,CSD241383,04.09.2104,student,Active,0324011084@htu.edu.gh
"Kelm , Danny",324011085,300,Weekend,HND Information and Communication Technology,324011085,556373624,2023-2024,150,CSD241384,04.09.2105,student,Active,0324011085@htu.edu.gh
"Kindler , Oliver",324010086,300,Regular,BTech Information and Communication Technology,324010086,256840769,2023-2025,150,CSD241385,04.09.2106,student,Active,0324010086@htu.edu.gh
"Kike , Nora",324011087,300,Weekend,BTech Computer Science,324011087,257747881,2024-2025,150,CSD241386,04.09.2107,student,Active,0324011087@htu.edu.gh
"Kloster , Milian",323010088,300,Regular,HND Computer Science,323010088,557810375,2025-2026,150,CSD241387,04.09.2108,student,Active,0323010088@htu.edu.gh
"Kluge , Soren",324010089,300,Weekend,HND Information and Communication Technology,324010089,541036168,2023-2024,150,CSD241388,04.09.2109,student,Active,0324010089@htu.edu.gh
"Klu , Philipp",323010017,300,Regular,BTech Information and Communication Technology,323010017,256271928,2023-2025,150,CSD241389,04.09.2110,student,Active,0323010017@htu.edu.gh
"Komied , Lukas",323010091,300,Weekend,BTech Computer Science,323010091,546174085,2025-2026,150,CSD241390,04.09.2111,student,Active,0323010091@htu.edu.gh
"Koke , Marie",324011092,300,Regular,HND Computer Science,324011092,547864286,2023-2024,150,CSD241391,04.09.2112,student,Active,0324011092@htu.edu.gh
"Koke , Nicolas",324011093,300,Weekend,HND Information and Communication Technology,324011093,597085652,2023-2025,150,CSD241392,04.09.2113,student,Active,0324011093@htu.edu.gh
"Krassman , Paul Eric",324011094,300,Regular,BTech Information and Communication Technology,324011094,549166334,2024-2025,150,CSD241393,04.09.2114,student,Active,0324011094@htu.edu.gh
"Krause , Jenet",324010095,300,Weekend,BTech Computer Science,324010095,544848409,2025-2026,150,CSD241394,04.09.2115,student,Active,0324010095@htu.edu.gh
"Kroos , Nico",324010096,300,Regular,HND Computer Science,324010096,596876343,2023-2024,150,CSD241395,04.09.2116,student,Active,0324010096@htu.edu.gh
"Kremann , Monica",324010097,300,Weekend,HND Information and Communication Technology,324010097,242526824,2023-2025,150,CSD241396,04.09.2117,student,Active,0324010097@htu.edu.gh
"Krossberg , Fredrick",323010098,300,Regular,BTech Information and Communication Technology,323010098,208129873,2024-2025,150,CSD241397,04.09.2118,student,Active,0323010098@htu.edu.gh
"Kottoh , Michelle",324010099,300,Weekend,BTech Computer Science,324010099,249326750,2025-2026,150,CSD241398,04.09.2119,student,Active,0324010099@htu.edu.gh
"Kurt , Johanna",324010100,300,Regular,HND Computer Science,324010100,555969351,2023-2024,150,CSD241399,04.09.2120,student,Active,0324010100@htu.edu.gh
"Kurus , Marvin ",324010101,300,Weekend,HND Information and Communication Technology,324010101,245477957,2023-2025,150,CSD241400,04.09.2121,student,Active,0324010101@htu.edu.gh
"Kossner , Malt",324010102,300,Regular,BTech Information and Communication Technology,324010102,240239426,2025-2026,150,CSD241401,04.09.2122,student,Active,0324010102@htu.edu.gh
"Labes , Lucy",324010021,300,Weekend,BTech Computer Science,324010021,257431196,2023-2024,150,CSD241402,04.09.2123,student,Active,0324010021@htu.edu.gh
"Labs , Leon",324010031,300,Regular,HND Computer Science,324010031,204453928,2023-2025,150,CSD241403,04.09.2124,student,Active,0324010031@htu.edu.gh
"Langer , Nell",323010018,300,Weekend,HND Information and Communication Technology,323010018,532385446,2024-2025,150,CSD241404,04.09.2125,student,Active,0323010018@htu.edu.gh
"Langans , Moriss",324011106,300,Regular,BTech Information and Communication Technology,324011106,550139144,2025-2026,150,CSD241405,04.09.2126,student,Active,0324011106@htu.edu.gh
"Lasker , Morit",324011107,300,Weekend,BTech Computer Science,324011107,249261754,2023-2024,150,CSD241406,04.09.2127,student,Active,0324011107@htu.edu.gh
"Leman , Lucas",323010108,300,Regular,HND Computer Science,323010108,530743912,2023-2025,150,CSD241407,04.09.2128,student,Active,0323010108@htu.edu.gh
"Lera , Laura ",324010121,300,Weekend,HND Information and Communication Technology,324010121,540791972,2024-2025,150,CSD241408,04.09.2129,student,Active,0324010121@htu.edu.gh
"Lehage , Christian",324011110,300,Regular,BTech Information and Communication Technology,324011110,542380722,2025-2026,150,CSD241409,04.09.2130,student,Active,0324011110@htu.edu.gh
"Lever , Florian",323010019,300,Weekend,BTech Computer Science,323010019,537588523,2023-2024,150,CSD241410,04.09.2131,student,Active,0323010019@htu.edu.gh
"Libu , Cecilia",324011112,300,Regular,HND Computer Science,324011112,544762323,2023-2025,150,CSD241411,04.09.2132,student,Active,0324011112@htu.edu.gh
"Lipper , Hans",323010113,300,Weekend,HND Information and Communication Technology,323010113,546860566,2025-2026,150,CSD241412,04.09.2133,student,Active,0323010113@htu.edu.gh
"Labs , Hans",323010114,300,Regular,BTech Information and Communication Technology,323010114,547079962,2023-2024,150,CSD241413,04.09.2134,student,Active,0323010114@htu.edu.gh
"Lucas , Jacob",323010115,300,Weekend,BTech Computer Science,323010115,545489016,2023-2025,150,CSD241414,04.09.2135,student,Active,0323010115@htu.edu.gh
"Macho , Sophia",323010116,300,Regular,HND Computer Science,323010116,556488657,2024-2025,150,CSD241415,04.09.2136,student,Active,0323010116@htu.edu.gh
"Manja , McMilian",323010117,300,Weekend,HND Information and Communication Technology,323010117,544828858,2025-2026,150,CSD241416,04.09.2137,student,Active,0323010117@htu.edu.gh
"Manteu , Florian",323010118,300,Regular,BTech Information and Communication Technology,323010118,553909693,2023-2024,150,CSD241417,04.09.2138,student,Active,0323010118@htu.edu.gh
"Markus , Sophia",323010119,300,Weekend,BTech Computer Science,323010119,248087165,2023-2025,150,CSD241418,04.09.2139,student,Active,0323010119@htu.edu.gh
"Mart , Janike",323010120,300,Regular,HND Computer Science,323010120,533010546,2024-2025,150,CSD241419,04.09.2140,student,Active,0323010120@htu.edu.gh
"Matz , Jennifer",323010121,300,Weekend,HND Information and Communication Technology,323010121,534075907,2025-2026,150,CSD241420,04.09.2141,student,Active,0323010121@htu.edu.gh
"Mehel , Pepe",323010122,300,Regular,BTech Information and Communication Technology,323010122,543051484,2023-2024,150,CSD241421,04.09.2142,student,Active,0323010122@htu.edu.gh
"Meler , Marvin",323010123,300,Weekend,BTech Computer Science,323010123,249029410,2023-2025,150,CSD241422,04.09.2143,student,Active,0323010123@htu.edu.gh
"Meler , Maxi",323010124,300,Regular,HND Computer Science,323010124,543821458,2025-2026,150,CSD241423,04.09.2144,student,Active,0323010124@htu.edu.gh
"Meteder , Joe",323010125,300,Weekend,HND Information and Communication Technology,323010125,553291315,2023-2024,150,CSD241424,04.09.2145,student,Active,0323010125@htu.edu.gh
"Mens , Marten",323010126,300,Regular,BTech Information and Communication Technology,323010126,595723491,2023-2025,150,CSD241425,04.09.2146,student,Active,0323010126@htu.edu.gh
"Meyer , Robert",324010127,300,Weekend,BTech Computer Science,324010127,507766414,2024-2025,150,CSD241426,04.09.2147,student,Active,0324010127@htu.edu.gh
"Miner , Uke",324010128,300,Regular,HND Computer Science,324010128,507343892,2025-2026,150,CSD241427,04.09.2148,student,Active,0324010128@htu.edu.gh
"Milo , Foster",324010129,300,Weekend,HND Information and Communication Technology,324010129,595443887,2023-2024,150,CSD241428,04.09.2149,student,Active,0324010129@htu.edu.gh
"Minks , Pete",324010130,300,Regular,BTech Information and Communication Technology,324010130,551805905,2023-2025,150,CSD241429,04.09.2150,student,Active,0324010130@htu.edu.gh
"Mor , Marius",323010131,300,Weekend,BTech Computer Science,323010131,598900885,2024-2025,150,CSD241430,04.09.2151,student,Active,0323010131@htu.edu.gh
"Muller , Felix",324010132,300,Regular,HND Computer Science,324010132,599623697,2025-2026,150,CSD241431,04.09.2152,student,Active,0324010132@htu.edu.gh
"Muller , Francis",324010133,300,Weekend,HND Information and Communication Technology,324010133,537705966,2023-2024,150,CSD241432,04.09.2153,student,Active,0324010133@htu.edu.gh
"Muller , Len Malt",323010134,300,Regular,BTech Information and Communication Technology,323010134,256963908,2023-2025,150,CSD241433,04.09.2154,student,Active,0323010134@htu.edu.gh
"Muller , Sara",323010135,300,Weekend,BTech Computer Science,323010135,599011649,2025-2026,150,CSD241434,04.09.2155,student,Active,0323010135@htu.edu.gh
"Muller , ThoMas",324010136,300,Regular,HND Computer Science,324010136,544879800,2023-2024,150,CSD241435,04.09.2156,student,Active,0324010136@htu.edu.gh
"Mundti, Julian",323010137,300,Weekend,HND Information and Communication Technology,323010137,0550035287/ 0509301848,2023-2025,150,CSD241436,04.09.2157,student,Active,0323010137@htu.edu.gh
"Munke , Thorn",324010138,300,Regular,BTech Information and Communication Technology,324010138,550439354,2024-2025,150,CSD241437,04.09.2158,student,Active,0324010138@htu.edu.gh
"Nagel , Till",324010139,300,Weekend,BTech Computer Science,324010139,552628420,2025-2026,150,CSD241438,04.09.2159,student,Active,0324010139@htu.edu.gh
"Nebel , Nico",324011140,300,Regular,HND Computer Science,324011140,551503956,2023-2024,150,CSD241439,04.09.2160,student,Active,0324011140@htu.edu.gh
"Pack , Marie",324011141,300,Weekend,HND Information and Communication Technology,324011141,556373624,2023-2025,150,CSD241440,04.09.2161,student,Active,0324011141@htu.edu.gh
"Petersen , Sandra",324011142,300,Regular,BTech Information and Communication Technology,324011142,256840769,2024-2025,150,CSD241441,04.09.2162,student,Active,0324011142@htu.edu.gh
"Poke , Markus",323010020,300,Weekend,BTech Computer Science,323010020,257747881,2025-2026,150,CSD241442,04.09.2163,student,Active,0323010020@htu.edu.gh
"Rogger , Jonas",323010144,300,Regular,HND Computer Science,323010144,557810375,2023-2024,150,CSD241443,04.09.2164,student,Active,0323010144@htu.edu.gh
"Roho , Ibrahim",323010145,300,Weekend,HND Information and Communication Technology,323010145,541036168,2023-2025,150,CSD241444,04.09.2165,student,Active,0323010145@htu.edu.gh
"Rosco , Luise",323010146,300,Regular,BTech Information and Communication Technology,323010146,256271928,2025-2026,150,CSD241445,04.09.2166,student,Active,0323010146@htu.edu.gh
"Rossa , Malik",323010147,300,Weekend,BTech Computer Science,323010147,546174085,2023-2024,150,CSD241446,04.09.2167,student,Active,0323010147@htu.edu.gh
"Salomon , Adrian",323010148,300,Regular,HND Computer Science,323010148,547864286,2023-2025,150,CSD241447,04.09.2168,student,Active,0323010148@htu.edu.gh
"Sming ,  Michelle",323010149,300,Weekend,HND Information and Communication Technology,323010149,597085652,2024-2025,150,CSD241448,04.09.2169,student,Active,0323010149@htu.edu.gh
"Schell , Susan",324011150,300,Regular,BTech Information and Communication Technology,324011150,549166334,2025-2026,150,CSD241449,04.09.2170,student,Active,0324011150@htu.edu.gh
"Slaack , Julian",323010151,300,Weekend,BTech Computer Science,323010151,544848409,2023-2024,150,CSD241450,04.09.2171,student,Active,0323010151@htu.edu.gh
"Smitt , Christian",323010152,300,Regular,HND Computer Science,323010152,596876343,2023-2025,150,CSD241451,04.09.2172,student,Active,0323010152@htu.edu.gh
"Schneider , Luisa",323010153,300,Weekend,HND Information and Communication Technology,323010153,242526824,2024-2025,150,CSD241452,04.09.2173,student,Active,0323010153@htu.edu.gh
"Shock, Lisa",323010154,300,Regular,BTech Information and Communication Technology,323010154,208129873,2025-2026,150,CSD241453,04.09.2174,student,Active,0323010154@htu.edu.gh
"School , Berenike",323010021,300,Weekend,BTech Computer Science,323010021,249326750,2023-2024,150,CSD241454,04.09.2175,student,Active,0323010021@htu.edu.gh
"School , Felicia",323010156,300,Regular,HND Computer Science,323010156,555969351,2023-2025,150,CSD241455,04.09.2176,student,Active,0323010156@htu.edu.gh
"School , Leonnart",323010022,300,Weekend,HND Information and Communication Technology,323010022,245477957,2025-2026,150,CSD241456,04.09.2177,student,Active,0323010022@htu.edu.gh
"Small , Cheers",323010023,300,Regular,BTech Information and Communication Technology,323010023,240239426,2023-2024,150,CSD241457,04.09.2178,student,Active,0323010023@htu.edu.gh
"Stell, Cheers",323010024,300,Weekend,BTech Computer Science,323010024,257431196,2023-2025,150,CSD241458,04.09.2179,student,Active,0323010024@htu.edu.gh
"Stoop , Christopher",323010025,300,Regular,HND Computer Science,323010025,204453928,2024-2025,150,CSD241459,04.09.2180,student,Active,0323010025@htu.edu.gh
"Stopper , Lena",323010026,300,Weekend,HND Information and Communication Technology,323010026,532385446,2025-2026,150,CSD241460,04.09.2181,student,Active,0323010026@htu.edu.gh
"Tettey , Jona",323010162,300,Regular,BTech Information and Communication Technology,323010162,550139144,2023-2024,150,CSD241461,04.09.2182,student,Active,0323010162@htu.edu.gh
"Thomas , Lea",323010163,300,Weekend,BTech Computer Science,323010163,249261754,2023-2025,150,CSD241462,04.09.2183,student,Active,0323010163@htu.edu.gh
"Tranks , Clara",324011164,300,Regular,HND Computer Science,324011164,530743912,2024-2025,150,CSD241463,04.09.2184,student,Active,0324011164@htu.edu.gh
"Tutu , Julius",324011165,300,Weekend,HND Information and Communication Technology,324011165,540791972,2025-2026,150,CSD241464,04.09.2185,student,Active,0324011165@htu.edu.gh
"Wax , Noel ",324011166,300,Regular,BTech Information and Communication Technology,324011166,542380722,2023-2024,150,CSD241465,04.09.2186,student,Active,0324011166@htu.edu.gh
"Well , Tim",324011167,300,Weekend,BTech Computer Science,324011167,537588523,2023-2025,150,CSD241466,04.09.2187,student,Active,0324011167@htu.edu.gh
"Winter ,Ernest",323010168,300,Regular,HND Computer Science,323010168,544762323,2025-2026,150,CSD241467,04.09.2188,student,Active,0323010168@htu.edu.gh
"Wolters , Christopher",323010027,300,Weekend,HND Information and Communication Technology,323010027,546860566,2023-2024,150,CSD241468,04.09.2189,student,Active,0323010027@htu.edu.gh
"Zicker , Daniela",323010028,300,Regular,BTech Information and Communication Technology,323010028,547079962,2023-2025,150,CSD241469,04.09.2190,student,Active,0323010028@htu.edu.gh
